x,y,r
18.886,-17.077,0.150
-6.383,20.705,0.150
27.259,0.167,0.150
12.159,28.722,0.150
15.524,16.064,0.150
23.636,27.877,0.150
16.226,30.660,0.150
-13.337,7.839,0.150
10.922,-8.484,0.150
-6.709,-20.814,0.150
29.294,-9.344,0.150
-1.495,25.188,0.150
-23.868,-30.206,0.150
-9.550,-9.013,0.150
26.729,24.524,0.150
16.740,-4.069,0.150
2.732,-16.847,0.150
21.346,-7.046,0.150
-22.363,-11.754,0.150
27.275,-25.917,0.150
-22.899,-18.922,0.150
-15.937,-5.095,0.150
-15.989,-10.068,0.150
-16.225,-16.634,0.150
7.079,-10.467,0.150
-8.142,17.140,0.150
-28.052,-22.781,0.150
22.453,-4.494,0.150
17.843,-23.501,0.150
-10.365,17.163,0.150
7.064,-6.747,0.150
31.830,-6.893,0.150
-1.677,7.647,0.150
-11.722,21.609,0.150
6.242,5.632,0.150
2.470,31.036,0.150
31.292,21.811,0.150
-2.907,-5.645,0.150
1.585,-29.046,0.150
-25.072,31.696,0.150
-23.795,27.993,0.150
11.503,26.566,0.150
-27.050,-12.428,0.150
19.067,-31.434,0.150
-20.919,-22.601,0.150
10.865,-26.117,0.150
-28.815,25.518,0.150
-16.542,-1.186,0.150
3.761,-23.127,0.150
0.138,-28.140,0.150
20.611,1.465,0.150
11.638,24.032,0.150
-23.042,-0.505,0.150
-25.073,-18.446,0.150
-28.598,-18.226,0.150
-7.736,7.852,0.150
13.925,0.454,0.150
26.687,-21.568,0.150
8.136,-18.540,0.150
-7.853,-12.967,0.150
-4.425,-4.625,0.150
-6.518,19.055,0.150
19.936,3.998,0.150
-17.337,12.998,0.150
12.740,10.127,0.150
-19.071,-19.562,0.150
5.106,9.286,0.150
-28.941,17.422,0.150
20.677,21.470,0.150
6.278,-29.557,0.150
-19.463,-25.066,0.150
8.694,2.834,0.150
-20.066,29.173,0.150
30.590,25.554,0.150
-18.633,20.743,0.150
12.860,-14.250,0.150
25.757,4.412,0.150
-5.588,-5.411,0.150
14.109,-2.857,0.150
26.271,-18.279,0.150
-10.674,2.433,0.150
-6.886,1.629,0.150
17.420,12.371,0.150
18.319,-3.349,0.150
-2.911,-9.866,0.150
-19.786,-1.529,0.150
4.692,-12.194,0.150
-21.093,6.725,0.150
23.051,-17.776,0.150
7.404,10.156,0.150
24.630,11.658,0.150
-31.192,23.709,0.150
-19.334,-11.963,0.150
14.345,-10.058,0.150
21.343,-30.832,0.150
5.107,-23.561,0.150
-7.955,-27.849,0.150
5.644,26.520,0.150
9.287,-0.286,0.150
19.250,26.616,0.150
29.746,27.262,0.150
-19.014,13.033,0.150
23.956,5.845,0.150
12.943,1.535,0.150
-28.039,10.601,0.150
-6.961,-4.089,0.150
30.108,-6.924,0.150
-1.615,-7.685,0.150
2.087,20.315,0.150
11.169,-28.555,0.150
0.940,-25.537,0.150
18.077,5.176,0.150
13.109,15.010,0.150
-1.374,-23.723,0.150
2.412,7.408,0.150
-25.467,3.709,0.150
-26.458,10.881,0.150
-4.007,-23.029,0.150
-1.714,28.442,0.150
27.045,6.782,0.150
-25.149,18.189,0.150
25.341,0.597,0.150
29.904,-30.363,0.150
-10.215,21.618,0.150
31.948,13.781,0.150
23.178,-27.089,0.150
18.597,-21.594,0.150
-29.121,5.957,0.150
29.854,20.936,0.150
25.878,-29.426,0.150
-16.216,18.437,0.150
25.261,-6.218,0.150
6.205,-27.674,0.150
-17.065,-19.845,0.150
-31.598,-6.060,0.150
0.013,-14.015,0.150
9.705,-28.645,0.150
-6.199,26.548,0.150
-23.896,-4.679,0.150
30.316,4.599,0.150
1.050,-3.841,0.150
-4.002,28.864,0.150
4.466,-15.974,0.150
-3.688,-2.277,0.150
-4.929,-14.757,0.150
-17.961,16.043,0.150
7.779,-30.214,0.150
30.254,3.062,0.150
4.411,11.928,0.150
-8.637,22.212,0.150
-2.450,10.457,0.150
3.590,2.220,0.150
0.344,25.462,0.150
29.366,-24.501,0.150
-2.904,29.645,0.150
7.443,17.006,0.150
12.551,-8.784,0.150
-22.598,10.532,0.150
19.716,-5.952,0.150
18.149,25.362,0.150
-2.897,-24.684,0.150
-20.568,21.345,0.150
26.823,-3.541,0.150
-25.955,-30.820,0.150
-30.056,-0.418,0.150
13.706,-28.720,0.150
-10.891,-1.382,0.150
24.006,8.888,0.150
4.806,-17.731,0.150
7.185,-21.380,0.150
4.360,14.477,0.150
0.236,4.683,0.150
-16.529,22.107,0.150
30.794,-20.403,0.150
-16.502,19.927,0.150
-8.846,-20.488,0.150
13.039,-31.907,0.150
-26.629,17.844,0.150
-12.490,4.546,0.150
19.516,24.253,0.150
-1.040,-27.218,0.150
-30.258,24.981,0.150
-18.663,-5.312,0.150
-23.958,5.559,0.150
-2.308,-19.324,0.150
-29.495,-10.388,0.150
9.283,22.388,0.150
-22.056,27.010,0.150
-30.156,-24.385,0.150
8.884,14.040,0.150
23.110,16.206,0.150
-23.239,15.231,0.150
30.797,11.317,0.150
-27.923,8.023,0.150
20.535,25.455,0.150
4.252,24.288,0.150
2.288,-26.284,0.150
-10.573,-26.227,0.150
-20.048,-4.028,0.150
21.349,-10.613,0.150
27.232,9.802,0.150
29.184,10.034,0.150
-29.250,11.815,0.150
16.995,-17.719,0.150
-14.828,2.578,0.150
2.376,-11.924,0.150
0.166,-16.783,0.150
-9.960,-6.805,0.150
4.049,15.793,0.150
-10.381,-17.494,0.150
-23.051,29.428,0.150
-4.720,-31.527,0.150
21.374,-19.848,0.150
-31.884,18.877,0.150
-22.103,-14.824,0.150
-14.959,-15.558,0.150
-17.100,1.118,0.150
21.906,17.055,0.150
19.549,-13.146,0.150
4.899,1.736,0.150
-2.558,-26.254,0.150
21.640,0.108,0.150
-21.913,-18.013,0.150
20.144,15.014,0.150
30.961,-4.265,0.150
-21.595,-27.498,0.150
0.986,15.163,0.150
11.476,-17.915,0.150
18.365,-29.275,0.150
-15.676,-14.196,0.150
-15.246,-30.365,0.150
-11.272,-13.275,0.150
-5.255,-17.527,0.150
-7.489,11.616,0.150
-23.381,12.438,0.150
-20.885,18.517,0.150
-5.169,21.272,0.150
16.547,-1.523,0.150
