x,y,r
-26.256,-6.431,0.525
-29.333,-30.560,0.525
5.477,1.868,0.525
16.035,10.083,0.525
-29.198,21.459,0.525
25.084,8.149,0.525
14.967,19.982,0.525
-23.084,1.520,0.525
19.499,20.890,0.525
11.705,12.373,0.525
3.746,8.177,0.525
8.078,11.563,0.525
-0.685,-31.788,0.525
15.154,-15.860,0.525
14.677,-18.866,0.525
15.349,30.447,0.525
-0.387,-7.516,0.525
17.086,7.486,0.525
-22.565,-15.748,0.525
11.245,-13.385,0.525
-2.154,-24.416,0.525
25.194,-19.248,0.525
30.600,27.920,0.525
-30.880,-2.626,0.525
20.494,0.560,0.525
-17.191,25.453,0.525
-31.770,-0.531,0.525
-22.995,-9.987,0.525
-31.889,16.047,0.525
27.290,13.634,0.525
25.700,-13.451,0.525
31.923,5.707,0.525
-14.390,-28.911,0.525
-13.720,27.878,0.525
24.593,19.966,0.525
14.871,-3.145,0.525
-12.943,15.298,0.525
30.483,-15.349,0.525
-21.291,-21.654,0.525
-0.187,-17.918,0.525
-19.686,-26.194,0.525
-10.115,-26.170,0.525
-16.696,-15.465,0.525
15.978,-5.582,0.525
-5.511,1.547,0.525
-28.028,-14.239,0.525
23.223,-18.178,0.525
-6.416,-3.465,0.525
29.052,22.316,0.525
23.865,-30.604,0.525
25.325,-1.711,0.525
5.579,-31.989,0.525
9.430,16.947,0.525
9.312,-12.558,0.525
1.564,5.305,0.525
-7.163,-17.691,0.525
-12.327,-30.606,0.525
-5.119,-15.536,0.525
10.711,27.210,0.525
-10.365,-5.084,0.525
11.684,-19.323,0.525
30.071,-12.050,0.525
-17.828,16.670,0.525
-17.707,-5.310,0.525
-22.631,-6.819,0.525
-22.918,-28.682,0.525
27.622,-10.928,0.525
-20.127,27.896,0.525
-8.071,-10.771,0.525
-21.167,-31.816,0.525
29.713,-18.726,0.525
-28.848,-1.698,0.525
-8.146,26.848,0.525
-19.646,-8.688,0.525
17.067,-29.398,0.525
-29.769,-27.995,0.525
15.826,25.507,0.525
29.292,7.487,0.525
28.368,-30.448,0.525
-4.484,-0.418,0.525
27.398,-20.292,0.525
20.656,17.460,0.525
6.864,-11.021,0.525
18.064,-26.943,0.525
-16.172,-27.857,0.525
-29.833,3.366,0.525
-11.151,30.736,0.525
-25.829,-0.098,0.525
15.871,22.207,0.525
-6.652,31.517,0.525
19.740,9.813,0.525
-24.370,-19.867,0.525
23.432,-3.257,0.525
-15.363,17.778,0.525
6.153,7.677,0.525
18.898,3.075,0.525
-8.718,-19.379,0.525
-31.624,25.704,0.525
-8.266,0.286,0.525
-19.370,-23.894,0.525
-1.105,-28.584,0.525
27.275,-7.175,0.525
18.293,-17.787,0.525
-5.115,5.288,0.525
-4.753,10.166,0.525
-3.405,-3.945,0.525
-30.504,7.609,0.525
16.868,17.918,0.525
-19.603,30.831,0.525
18.456,27.557,0.525
-27.807,-9.543,0.525
16.396,-21.839,0.525
-29.643,-20.346,0.525
23.869,3.532,0.525
-25.305,31.549,0.525
-8.944,16.937,0.525
5.496,10.477,0.525
7.427,-4.337,0.525
9.799,-30.573,0.525
5.702,-18.932,0.525
7.931,-1.606,0.525
-19.231,6.917,0.525
-31.594,22.044,0.525
-17.539,-25.262,0.525
3.442,-4.093,0.525
-15.021,9.088,0.525
15.754,-11.080,0.525
24.331,-10.973,0.525
-4.018,14.376,0.525
4.502,-12.304,0.525
-25.173,27.453,0.525
12.608,15.154,0.525
-27.791,5.790,0.525
26.522,28.437,0.525
29.696,0.239,0.525
22.488,7.570,0.525
-9.806,13.098,0.525
-31.917,-19.070,0.525
-0.545,18.993,0.525
12.767,-0.108,0.525
12.618,18.364,0.525
-18.809,-15.155,0.525
13.003,21.994,0.525
-11.003,-19.887,0.525
30.409,14.639,0.525
30.965,18.873,0.525
-7.146,-29.828,0.525
-6.463,18.624,0.525
-22.924,6.637,0.525
-11.967,8.210,0.525
8.295,-15.996,0.525
-20.284,9.887,0.525
17.803,-7.123,0.525
-0.650,30.376,0.525
2.626,13.907,0.525
-18.554,11.799,0.525
28.156,1.733,0.525
-17.990,19.295,0.525
-23.725,17.703,0.525
-1.974,3.971,0.525
-9.400,8.883,0.525
21.360,-9.296,0.525
-7.926,-15.773,0.525
6.935,18.002,0.525
3.524,-15.072,0.525
-17.013,-23.082,0.525
10.579,21.796,0.525
29.479,-27.175,0.525
8.771,8.712,0.525
0.240,-14.611,0.525
26.972,6.956,0.525
10.688,-2.696,0.525
-20.397,-29.633,0.525
5.886,28.014,0.525
30.770,-1.571,0.525
-5.605,-25.469,0.525
9.248,-18.414,0.525
-31.694,11.761,0.525
14.702,-26.605,0.525
20.310,-26.900,0.525
28.475,18.216,0.525
-2.219,-18.778,0.525
18.667,-2.578,0.525
-26.387,19.621,0.525
24.646,1.399,0.525
31.817,-8.061,0.525
17.868,-4.739,0.525
3.672,23.723,0.525
26.235,-27.892,0.525
-24.325,29.395,0.525
10.862,-6.840,0.525
-17.810,-29.528,0.525
21.582,-28.989,0.525
16.317,28.120,0.525
-25.253,-11.269,0.525
-11.644,25.803,0.525
-28.361,25.282,0.525
-15.501,-19.096,0.525
4.566,-23.163,0.525
19.941,5.308,0.525
-20.093,21.224,0.525
-8.506,-21.537,0.525
-24.271,13.734,0.525
-15.971,20.298,0.525
-30.075,-25.826,0.525
12.969,-25.417,0.525
-6.038,-23.235,0.525
5.876,23.110,0.525
17.722,-10.333,0.525
-4.123,30.798,0.525
1.300,-4.244,0.525
3.626,-0.550,0.525
-13.772,31.201,0.525
-13.088,17.416,0.525
15.281,15.570,0.525
6.869,-7.708,0.525
5.221,-26.372,0.525
21.977,21.642,0.525
-9.529,28.666,0.525
11.295,1.616,0.525
-3.830,7.975,0.525
1.929,20.217,0.525
0.806,-24.927,0.525
24.841,-5.063,0.525
-21.990,-13.445,0.525
8.326,6.600,0.525
-12.369,12.205,0.525
16.608,-25.175,0.525
13.789,-9.354,0.525
5.265,-9.671,0.525
-3.210,-7.318,0.525
-16.453,-7.053,0.525
-6.195,-27.811,0.525
10.514,-10.149,0.525
12.752,-16.101,0.525
8.245,-20.374,0.525
-21.631,-19.322,0.525
-14.005,-26.244,0.525
-15.283,2.970,0.525
-5.655,-19.110,0.525
13.246,10.901,0.525
-22.919,4.049,0.525
-27.404,-31.308,0.525
26.852,9.248,0.525
20.821,-11.510,0.525
12.031,-21.527,0.525
19.229,-29.731,0.525
22.087,-6.821,0.525
5.710,-29.206,0.525
