x,y,r
14.382,6.383,0.525
-11.565,-13.018,0.525
-9.121,-11.085,0.525
1.283,-24.704,0.525
14.169,-9.725,0.525
-21.777,-15.685,0.525
18.061,-25.614,0.525
-25.023,-28.744,0.525
20.805,3.807,0.525
4.022,27.907,0.525
31.831,27.600,0.525
-23.510,-11.082,0.525
16.771,-28.106,0.525
7.281,-5.451,0.525
27.937,5.014,0.525
-0.664,-8.541,0.525
30.180,2.154,0.525
27.958,-13.495,0.525
17.070,20.792,0.525
9.436,-24.047,0.525
-6.779,-29.763,0.525
7.772,-22.834,0.525
-20.182,5.115,0.525
-23.846,29.726,0.525
-4.766,8.338,0.525
29.768,-25.085,0.525
6.480,9.979,0.525
31.094,-9.079,0.525
28.592,9.613,0.525
-16.911,-8.628,0.525
-9.838,-8.208,0.525
-29.923,-17.113,0.525
9.410,18.299,0.525
18.126,15.452,0.525
23.045,-3.384,0.525
-8.872,6.430,0.525
-22.649,20.687,0.525
-26.337,18.758,0.525
16.582,-18.070,0.525
8.706,-15.781,0.525
-11.885,30.526,0.525
-31.293,20.003,0.525
-10.940,22.698,0.525
-31.971,30.745,0.525
-1.182,31.124,0.525
13.878,30.842,0.525
25.968,-4.792,0.525
-15.808,12.415,0.525
-19.255,-30.223,0.525
-27.887,-0.752,0.525
-6.600,12.357,0.525
-15.161,1.428,0.525
-18.660,12.333,0.525
19.669,9.937,0.525
23.454,17.932,0.525
-11.873,9.826,0.525
-26.730,-9.863,0.525
0.387,24.679,0.525
11.766,26.178,0.525
23.635,30.127,0.525
7.525,7.474,0.525
-1.991,-17.843,0.525
-17.865,14.252,0.525
6.233,-19.138,0.525
12.007,4.053,0.525
31.531,-22.977,0.525
-16.856,6.004,0.525
21.755,26.989,0.525
-6.453,17.207,0.525
-24.416,-7.286,0.525
-3.415,6.309,0.525
-1.022,5.163,0.525
31.924,-14.338,0.525
3.040,-19.310,0.525
8.407,-27.224,0.525
-11.970,-0.817,0.525
-21.873,-0.598,0.525
30.090,28.807,0.525
16.798,24.305,0.525
2.624,10.707,0.525
12.209,0.892,0.525
0.528,-6.334,0.525
-3.279,-1.657,0.525
19.379,-21.773,0.525
-24.470,27.096,0.525
18.712,25.378,0.525
-9.149,1.857,0.525
11.425,6.833,0.525
12.058,-3.948,0.525
8.278,-13.296,0.525
-20.387,-25.517,0.525
-24.077,-20.207,0.525
1.054,4.639,0.525
5.327,-3.613,0.525
-3.326,-10.691,0.525
6.060,18.241,0.525
-1.913,11.282,0.525
-5.251,-23.920,0.525
-27.251,-20.357,0.525
-3.592,-14.329,0.525
26.831,-22.418,0.525
-8.632,19.107,0.525
-12.784,-17.944,0.525
25.714,-17.849,0.525
-22.608,-13.545,0.525
27.364,-7.213,0.525
-27.217,-3.730,0.525
-0.202,-10.584,0.525
14.768,-12.174,0.525
5.046,-25.497,0.525
3.822,7.746,0.525
9.603,-4.778,0.525
12.950,-29.372,0.525
-28.645,-30.901,0.525
14.226,-25.574,0.525
-9.034,-26.720,0.525
30.469,23.722,0.525
26.710,0.574,0.525
-5.170,-19.720,0.525
16.820,-21.514,0.525
-13.095,-22.994,0.525
-30.265,12.589,0.525
14.155,16.725,0.525
-9.835,30.007,0.525
-23.323,-2.734,0.525
31.517,12.434,0.525
8.143,2.942,0.525
-31.031,5.223,0.525
-28.781,-10.549,0.525
-10.652,26.907,0.525
14.181,18.790,0.525
5.267,23.530,0.525
-0.574,15.806,0.525
-11.346,24.760,0.525
3.958,-7.133,0.525
-11.719,-15.173,0.525
23.152,-16.878,0.525
-6.944,-15.276,0.525
-1.165,-28.094,0.525
7.863,22.927,0.525
26.331,-9.046,0.525
-21.187,14.772,0.525
-28.112,10.876,0.525
-23.950,-15.385,0.525
-26.938,22.592,0.525
-28.843,-24.852,0.525
-13.719,14.770,0.525
-21.753,-6.119,0.525
-30.461,-3.956,0.525
31.311,-6.146,0.525
11.182,-10.561,0.525
15.295,-6.115,0.525
20.763,24.615,0.525
-5.827,-31.880,0.525
-4.632,23.970,0.525
-28.785,27.413,0.525
-17.050,-28.002,0.525
3.364,-15.182,0.525
-11.939,-5.248,0.525
19.144,-29.910,0.525
-18.208,-0.396,0.525
-13.181,-26.418,0.525
3.895,-11.822,0.525
-13.266,-20.375,0.525
-6.239,-12.952,0.525
27.171,-2.552,0.525
17.988,-2.895,0.525
8.818,24.906,0.525
-20.250,25.907,0.525
-30.995,14.518,0.525
14.420,0.954,0.525
4.219,12.276,0.525
-5.034,0.764,0.525
10.697,-18.581,0.525
-22.116,11.983,0.525
1.341,-12.767,0.525
-5.883,28.327,0.525
-3.764,27.834,0.525
-11.668,-10.728,0.525
12.283,-23.556,0.525
28.839,12.323,0.525
31.795,30.108,0.525
6.031,-11.477,0.525
29.935,-11.880,0.525
-27.793,3.373,0.525
1.724,14.977,0.525
2.123,19.087,0.525
12.929,-7.875,0.525
-5.564,-27.784,0.525
24.850,11.237,0.525
-31.708,-12.192,0.525
-12.380,19.713,0.525
22.447,15.247,0.525
3.830,-30.406,0.525
1.680,-4.275,0.525
-15.444,16.048,0.525
12.931,21.328,0.525
-14.478,-10.178,0.525
29.416,-18.310,0.525
10.230,0.083,0.525
9.748,12.027,0.525
-27.504,-6.042,0.525
-15.600,9.715,0.525
-8.167,14.762,0.525
2.551,-28.130,0.525
27.126,-25.075,0.525
19.060,22.981,0.525
-2.656,16.853,0.525
1.860,28.146,0.525
-17.793,20.318,0.525
16.020,-2.168,0.525
26.756,-31.313,0.525
-4.762,-9.157,0.525
-31.904,-29.727,0.525
21.149,29.147,0.525
16.012,29.767,0.525
-20.727,-19.039,0.525
-30.464,-31.950,0.525
19.214,13.275,0.525
-15.969,-21.962,0.525
30.165,31.657,0.525
2.885,-9.575,0.525
0.610,-19.854,0.525
-5.087,4.755,0.525
6.778,25.674,0.525
-0.874,-30.985,0.525
10.050,5.116,0.525
-31.882,9.533,0.525
-27.555,-17.960,0.525
-19.950,1.570,0.525
-15.065,22.315,0.525
-31.721,26.188,0.525
7.259,5.022,0.525
2.697,24.910,0.525
17.551,8.272,0.525
-15.663,19.785,0.525
-13.714,17.937,0.525
21.268,-5.929,0.525
-15.132,-15.805,0.525
24.000,20.043,0.525
28.864,-3.982,0.525
26.531,-27.129,0.525
-4.465,-17.480,0.525
4.680,4.145,0.525
-13.680,4.701,0.525
-9.550,-20.238,0.525
10.304,-30.770,0.525
18.798,2.854,0.525
15.201,-29.629,0.525
24.640,-2.001,0.525
-4.401,18.095,0.525
23.825,-10.321,0.525
-16.107,-0.832,0.525
-10.781,14.682,0.525
14.226,25.487,0.525
-19.149,-7.728,0.525
-9.061,-13.806,0.525
-16.775,-31.521,0.525
8.303,14.295,0.525
26.348,3.092,0.525
6.622,-7.554,0.525
10.409,-21.039,0.525
19.741,-11.498,0.525
30.428,-2.500,0.525
29.240,-21.271,0.525
23.200,3.388,0.525
-20.227,10.682,0.525
-22.233,-29.974,0.525
-18.719,-10.419,0.525
20.081,-28.082,0.525
-9.900,16.891,0.525
24.207,-27.401,0.525
-30.803,28.497,0.525
21.479,31.298,0.525
-2.879,-7.966,0.525
31.934,15.518,0.525
11.661,14.004,0.525
-9.336,-31.952,0.525
-30.185,2.451,0.525
4.553,-0.461,0.525
-30.051,18.353,0.525
27.444,20.552,0.525
-13.098,-2.975,0.525
11.530,-5.939,0.525
-31.848,-7.845,0.525
17.556,-7.655,0.525
15.605,3.119,0.525
16.787,27.555,0.525
-18.464,-3.489,0.525
-10.879,-2.664,0.525
-29.348,30.500,0.525
31.082,8.517,0.525
31.207,-16.666,0.525
10.776,20.092,0.525
-28.735,-12.761,0.525
-5.531,-1.639,0.525
13.969,-17.034,0.525
19.760,16.865,0.525
25.968,13.060,0.525
-1.677,-12.770,0.525
-6.958,23.771,0.525
-29.243,23.847,0.525
7.480,20.197,0.525
-23.257,31.848,0.525
-17.928,3.724,0.525
-1.942,26.850,0.525
-20.221,31.907,0.525
-5.751,-6.428,0.525
1.939,21.144,0.525
