x,y,r
7.070,4.380,0.650
-6.261,-11.198,0.650
-21.084,2.808,0.650
-19.932,13.543,0.650
8.024,-10.378,0.650
-3.387,6.820,0.650
16.743,24.549,0.650
14.947,-18.481,0.650
2.684,-10.536,0.650
-30.776,3.357,0.650
-1.882,23.482,0.650
-11.284,21.348,0.650
0.905,-25.658,0.650
13.883,-13.782,0.650
-29.311,-22.457,0.650
20.740,31.695,0.650
-23.370,12.174,0.650
-9.024,-14.725,0.650
-11.492,-7.357,0.650
-20.324,7.200,0.650
-31.395,11.789,0.650
23.407,11.337,0.650
26.125,16.297,0.650
-14.540,-22.802,0.650
-17.148,-10.813,0.650
15.880,-9.750,0.650
27.448,-30.321,0.650
-20.070,17.827,0.650
-23.389,-18.509,0.650
2.761,25.750,0.650
27.915,13.803,0.650
-0.243,-28.102,0.650
19.721,-6.493,0.650
29.700,3.583,0.650
30.023,-20.075,0.650
2.549,10.906,0.650
-28.384,22.648,0.650
17.893,-2.942,0.650
29.735,-29.317,0.650
-20.923,-22.795,0.650
5.173,22.080,0.650
18.551,27.029,0.650
-22.267,-7.728,0.650
29.466,-6.604,0.650
-20.424,22.293,0.650
28.774,-9.801,0.650
-2.262,-24.105,0.650
-30.126,15.476,0.650
-18.567,-28.999,0.650
-30.761,21.777,0.650
13.430,-9.084,0.650
3.687,13.147,0.650
-27.169,13.172,0.650
0.527,22.152,0.650
25.410,-9.678,0.650
-11.968,-2.731,0.650
2.090,15.855,0.650
20.534,11.540,0.650
-3.068,-27.834,0.650
9.476,19.121,0.650
9.249,-4.920,0.650
-7.033,28.480,0.650
30.309,29.239,0.650
7.087,-7.639,0.650
-22.784,15.677,0.650
24.932,-19.322,0.650
-1.619,16.128,0.650
-26.316,-5.908,0.650
17.792,14.332,0.650
-27.251,-1.404,0.650
5.615,2.107,0.650
-22.414,9.389,0.650
12.630,2.285,0.650
-31.212,-13.768,0.650
16.959,-21.125,0.650
0.703,-3.709,0.650
12.536,-11.611,0.650
-11.162,12.738,0.650
6.954,19.748,0.650
-3.100,20.130,0.650
23.437,-13.622,0.650
-1.161,-13.395,0.650
-21.826,-26.428,0.650
16.622,20.163,0.650
-15.950,-8.181,0.650
30.310,15.615,0.650
-5.887,13.721,0.650
-0.003,6.411,0.650
2.946,20.129,0.650
-17.886,-3.339,0.650
8.072,-15.578,0.650
-27.980,18.879,0.650
20.468,-24.166,0.650
-16.863,-22.292,0.650
13.736,12.165,0.650
-5.395,-14.006,0.650
9.431,-31.909,0.650
15.755,1.430,0.650
22.127,28.425,0.650
-10.397,-30.836,0.650
22.438,13.635,0.650
-18.892,-25.984,0.650
21.167,-20.170,0.650
4.681,-14.442,0.650
22.551,16.971,0.650
27.279,4.300,0.650
-9.672,-27.354,0.650
-0.362,-19.418,0.650
31.806,-3.677,0.650
-3.331,-1.869,0.650
-10.562,7.864,0.650
-29.143,-28.932,0.650
-27.695,27.938,0.650
26.341,-6.570,0.650
-21.918,-20.457,0.650
-9.155,3.495,0.650
-10.166,29.012,0.650
-1.099,11.341,0.650
-8.415,-7.357,0.650
-13.472,-4.834,0.650
0.378,-11.286,0.650
-10.345,-19.232,0.650
5.035,27.867,0.650
26.908,-21.261,0.650
29.640,0.044,0.650
16.654,10.388,0.650
29.262,-12.319,0.650
18.431,17.933,0.650
-14.048,23.336,0.650
9.810,8.772,0.650
20.962,-2.199,0.650
9.740,-8.842,0.650
0.910,4.003,0.650
6.348,15.263,0.650
13.922,-31.869,0.650
-28.518,-16.829,0.650
-30.331,-31.070,0.650
21.753,-11.795,0.650
22.847,-27.228,0.650
-26.191,31.988,0.650
17.499,29.393,0.650
-1.715,29.967,0.650
-14.630,2.117,0.650
4.786,9.685,0.650
13.008,24.009,0.650
-29.895,24.579,0.650
26.569,21.595,0.650
-12.954,9.735,0.650
-9.396,31.430,0.650
11.223,-14.633,0.650
-14.392,-29.792,0.650
-14.474,-26.055,0.650
-4.092,16.234,0.650
-2.238,-17.007,0.650
22.658,6.089,0.650
22.768,-6.011,0.650
7.321,24.428,0.650
-6.745,11.100,0.650
-19.535,0.314,0.650
6.747,-12.537,0.650
27.707,-3.215,0.650
25.959,8.421,0.650
2.178,-27.994,0.650
31.936,8.986,0.650
19.783,6.915,0.650
-11.457,4.398,0.650
-5.150,8.943,0.650
0.572,-15.316,0.650
20.623,22.159,0.650
4.563,-8.465,0.650
-19.906,-13.437,0.650
-17.319,13.832,0.650
-16.664,4.275,0.650
-23.674,2.843,0.650
-4.849,25.684,0.650
21.474,9.074,0.650
-5.484,18.587,0.650
-6.276,21.155,0.650
12.404,-18.279,0.650
31.730,-16.947,0.650
-0.840,-30.934,0.650
-22.950,-10.211,0.650
25.807,-16.747,0.650
-31.292,-17.357,0.650
-8.430,-25.265,0.650
-8.138,-17.257,0.650
-10.163,10.504,0.650
27.636,19.499,0.650
9.852,25.556,0.650
23.232,-2.957,0.650
15.916,4.194,0.650
-12.375,-27.546,0.650
12.791,-0.751,0.650
24.993,19.478,0.650
-21.383,-5.504,0.650
-9.504,26.012,0.650
20.658,-31.247,0.650
15.383,-29.693,0.650
10.205,-28.265,0.650
-4.738,0.524,0.650
-23.934,20.358,0.650
9.394,31.673,0.650
-11.735,24.885,0.650
31.708,-11.866,0.650
3.434,-4.636,0.650
7.565,-28.578,0.650
-10.040,-12.051,0.650
-13.508,-12.521,0.650
-20.034,10.472,0.650
17.077,-13.690,0.650
3.787,3.673,0.650
-24.641,29.072,0.650
23.967,31.197,0.650
11.940,20.036,0.650
-16.074,26.672,0.650
20.831,25.678,0.650
-12.558,-21.585,0.650
28.342,27.236,0.650
-26.374,-31.643,0.650
-5.910,-30.299,0.650
-29.233,10.748,0.650
-30.558,-2.436,0.650
-24.082,-0.241,0.650
-22.723,-13.309,0.650
-23.559,-2.784,0.650
-7.669,-3.668,0.650
-29.492,-11.431,0.650
3.482,-17.018,0.650
10.540,29.620,0.650
8.031,21.872,0.650
15.266,27.596,0.650
-28.532,-3.613,0.650
-16.857,10.770,0.650
-24.996,-20.935,0.650
4.132,-0.781,0.650
-13.432,6.036,0.650
-3.139,-30.631,0.650
1.497,-23.205,0.650
20.148,4.604,0.650
25.587,-12.767,0.650
0.648,-8.760,0.650
-17.020,1.963,0.650
-11.831,-24.064,0.650
12.439,-23.289,0.650
-29.192,1.068,0.650
-8.535,5.866,0.650
11.540,-30.971,0.650
-23.174,5.878,0.650
1.345,31.588,0.650
-8.722,12.884,0.650
-31.245,8.413,0.650
15.960,-16.098,0.650
28.948,-16.695,0.650
27.668,10.159,0.650
-2.933,-5.185,0.650
21.263,19.366,0.650
31.773,23.625,0.650
-12.364,27.384,0.650
-20.466,-10.173,0.650
22.315,2.834,0.650
8.884,-18.962,0.650
20.711,15.423,0.650
-10.390,15.189,0.650
-5.354,4.227,0.650
-12.105,31.528,0.650
13.956,31.039,0.650
11.027,11.944,0.650
27.545,1.350,0.650
9.264,-0.266,0.650
-14.219,16.392,0.650
-5.719,-23.237,0.650
-7.520,24.648,0.650
19.586,-15.696,0.650
-27.133,-23.225,0.650
30.039,31.857,0.650
10.732,-2.729,0.650
-27.572,-27.110,0.650
-25.054,-16.479,0.650
-7.771,18.203,0.650
28.806,7.730,0.650
-21.812,-30.511,0.650
-19.525,31.555,0.650
-3.427,-22.067,0.650
1.047,13.584,0.650
28.783,23.852,0.650
-27.235,25.433,0.650
7.989,10.233,0.650
28.239,-24.039,0.650
16.424,16.386,0.650
3.884,-26.205,0.650
17.446,6.727,0.650
-23.146,31.895,0.650
-17.082,-19.856,0.650
8.782,-23.027,0.650
-12.558,-31.757,0.650
-9.786,-5.018,0.650
31.997,-9.203,0.650
-2.435,26.481,0.650
-10.032,-9.250,0.650
18.126,-23.491,0.650
26.629,-0.991,0.650
18.346,-30.572,0.650
8.367,16.612,0.650
20.573,-8.906,0.650
8.370,-2.597,0.650
29.760,11.308,0.650
-25.940,5.917,0.650
-31.610,-10.504,0.650
14.140,21.037,0.650
31.782,26.255,0.650
-17.265,-13.267,0.650
