x,y,r
10.596,-5.069,0.400
-30.232,-21.759,0.400
-3.772,9.607,0.400
-17.982,11.901,0.400
8.375,-29.321,0.400
-28.535,-23.454,0.400
-19.625,-29.718,0.400
-2.219,-7.661,0.400
7.155,5.771,0.400
-16.778,25.804,0.400
-31.958,-6.056,0.400
-14.174,-5.757,0.400
-8.072,-29.692,0.400
7.268,-25.931,0.400
5.177,29.331,0.400
20.385,-5.177,0.400
20.031,9.107,0.400
6.140,4.087,0.400
6.951,-9.529,0.400
25.182,-31.939,0.400
-25.093,4.212,0.400
8.285,25.042,0.400
-7.946,-4.372,0.400
-17.515,-13.344,0.400
30.237,-7.694,0.400
29.513,26.480,0.400
6.132,-15.371,0.400
30.783,-0.236,0.400
-5.409,-11.574,0.400
-24.199,7.788,0.400
-3.618,-13.241,0.400
18.029,20.916,0.400
18.042,-16.278,0.400
-14.868,-22.095,0.400
31.285,-13.236,0.400
6.914,-1.624,0.400
15.582,-24.437,0.400
16.666,-12.756,0.400
-13.003,1.912,0.400
15.681,5.812,0.400
-29.669,-15.845,0.400
-2.841,26.661,0.400
24.828,2.918,0.400
-4.625,4.841,0.400
13.324,8.463,0.400
-7.330,-6.921,0.400
22.522,-19.426,0.400
-13.027,21.122,0.400
-27.773,21.522,0.400
12.456,-4.300,0.400
-13.673,17.967,0.400
-1.382,3.142,0.400
-22.174,5.495,0.400
19.957,-27.621,0.400
-17.279,20.454,0.400
18.672,10.470,0.400
-30.365,14.246,0.400
30.636,31.893,0.400
9.327,28.944,0.400
13.596,-23.384,0.400
-25.074,-7.731,0.400
-27.392,-28.316,0.400
4.816,15.510,0.400
28.066,-8.051,0.400
-28.432,12.627,0.400
-22.329,8.406,0.400
0.374,26.267,0.400
3.513,7.736,0.400
-15.152,3.307,0.400
-15.732,16.037,0.400
1.088,-23.438,0.400
-16.997,-8.242,0.400
-26.544,10.749,0.400
24.123,-1.250,0.400
-11.310,18.974,0.400
28.931,11.591,0.400
-17.722,-24.571,0.400
-16.959,-10.671,0.400
22.501,1.119,0.400
15.370,-6.687,0.400
-25.792,-29.877,0.400
16.662,-31.972,0.400
-1.908,24.946,0.400
7.646,-4.567,0.400
-2.203,-25.616,0.400
-15.740,-14.244,0.400
-21.662,-13.629,0.400
-16.949,-1.150,0.400
-8.386,28.028,0.400
12.014,11.124,0.400
-1.809,28.506,0.400
-24.454,10.788,0.400
-13.370,11.166,0.400
-17.250,-26.995,0.400
-6.331,30.310,0.400
14.870,13.947,0.400
-21.545,-16.606,0.400
11.020,28.191,0.400
-28.105,17.873,0.400
-5.749,-29.123,0.400
3.099,31.335,0.400
27.887,-28.559,0.400
-16.418,-28.771,0.400
-12.419,-28.714,0.400
-20.519,0.552,0.400
-6.249,2.004,0.400
26.963,6.290,0.400
-7.896,8.006,0.400
20.891,-17.666,0.400
-24.596,-12.050,0.400
20.444,-11.976,0.400
-8.079,-25.694,0.400
16.148,3.589,0.400
25.350,9.862,0.400
-14.868,19.973,0.400
-23.672,-9.143,0.400
23.027,28.750,0.400
7.168,-17.210,0.400
-4.550,-8.806,0.400
-10.856,-31.203,0.400
14.517,-25.901,0.400
1.940,-21.043,0.400
28.066,18.866,0.400
-4.214,-3.749,0.400
17.120,27.923,0.400
-28.652,30.593,0.400
-29.896,4.927,0.400
-14.269,-19.126,0.400
3.996,-9.153,0.400
16.069,-16.540,0.400
-9.487,-16.113,0.400
30.875,21.773,0.400
22.389,7.562,0.400
-25.682,13.932,0.400
25.612,-19.244,0.400
11.706,23.240,0.400
0.752,5.547,0.400
-20.177,-7.098,0.400
-12.027,-7.498,0.400
-1.529,13.014,0.400
11.486,1.421,0.400
-13.813,-27.024,0.400
13.725,-12.365,0.400
27.468,-14.426,0.400
16.217,10.876,0.400
-18.640,1.068,0.400
25.352,-16.699,0.400
-6.822,-31.811,0.400
-7.029,-20.599,0.400
12.082,3.419,0.400
13.777,-8.063,0.400
-12.443,-14.870,0.400
-27.988,4.217,0.400
29.860,-20.017,0.400
-30.049,-24.602,0.400
-20.232,-19.822,0.400
6.049,9.367,0.400
-28.071,-0.979,0.400
-11.619,22.422,0.400
-25.549,-19.614,0.400
15.118,20.248,0.400
19.438,13.638,0.400
-27.875,-18.789,0.400
-26.638,-6.192,0.400
-0.287,29.613,0.400
-13.061,-24.522,0.400
-7.546,-13.402,0.400
-13.058,-10.435,0.400
-28.775,-5.071,0.400
-25.855,-1.436,0.400
19.890,-31.672,0.400
17.018,-8.893,0.400
1.073,-28.600,0.400
-18.010,30.355,0.400
-3.671,-1.799,0.400
-6.866,17.820,0.400
-5.552,23.949,0.400
20.844,26.583,0.400
16.400,25.074,0.400
-22.514,17.979,0.400
31.627,-18.131,0.400
-5.029,-14.662,0.400
10.656,-24.107,0.400
-21.170,-2.709,0.400
21.011,29.490,0.400
-20.173,-4.543,0.400
-22.273,1.173,0.400
30.398,12.928,0.400
9.185,-8.001,0.400
-8.403,-1.428,0.400
-5.193,0.266,0.400
-29.549,-7.329,0.400
-8.291,1.924,0.400
28.778,31.234,0.400
-3.282,15.117,0.400
1.839,-7.120,0.400
3.310,21.099,0.400
-18.729,-2.948,0.400
-28.171,-26.373,0.400
-10.105,-22.798,0.400
29.922,-15.149,0.400
24.097,-3.927,0.400
23.764,-29.455,0.400
5.687,-24.483,0.400
28.737,-24.894,0.400
25.092,14.135,0.400
-27.561,9.160,0.400
-12.887,-31.904,0.400
16.526,1.008,0.400
25.726,-2.206,0.400
-15.145,28.594,0.400
-9.425,-26.937,0.400
-4.787,7.783,0.400
9.640,-20.812,0.400
-23.116,-0.563,0.400
4.689,26.376,0.400
-15.411,-9.116,0.400
8.280,9.000,0.400
22.038,5.278,0.400
14.335,-15.317,0.400
25.366,0.408,0.400
-17.524,-30.280,0.400
4.158,-13.441,0.400
-25.097,0.740,0.400
2.394,-26.643,0.400
-4.616,-18.608,0.400
26.799,-11.156,0.400
19.897,1.857,0.400
4.734,0.011,0.400
-13.815,15.626,0.400
-23.411,-19.026,0.400
-25.432,31.841,0.400
7.656,22.867,0.400
-21.557,12.719,0.400
-10.466,5.870,0.400
8.902,-0.723,0.400
-5.116,-5.463,0.400
30.488,-23.792,0.400
14.611,-31.933,0.400
28.394,-12.004,0.400
22.596,10.326,0.400
-5.068,21.611,0.400
11.250,-10.250,0.400
14.837,0.330,0.400
-0.349,-31.923,0.400
18.612,17.376,0.400
21.574,-29.237,0.400
9.263,-17.344,0.400
-3.550,11.913,0.400
-28.363,-31.073,0.400
1.394,-30.413,0.400
-26.291,-17.908,0.400
12.110,-18.110,0.400
-6.232,-3.136,0.400
-2.835,17.131,0.400
10.224,10.128,0.400
21.778,-8.600,0.400
-25.939,6.759,0.400
-22.472,-4.778,0.400
-25.284,-31.616,0.400
3.198,29.296,0.400
27.166,-26.891,0.400
-22.373,-31.565,0.400
-28.257,6.516,0.400
16.447,-1.429,0.400
19.413,-3.119,0.400
-27.462,2.366,0.400
-3.645,-22.326,0.400
-10.082,-18.623,0.400
11.636,-2.456,0.400
-11.002,11.908,0.400
-9.808,0.439,0.400
14.972,-29.349,0.400
-21.654,-10.740,0.400
-11.548,8.000,0.400
-7.027,22.841,0.400
27.641,-6.273,0.400
-15.657,7.644,0.400
-29.728,20.374,0.400
-21.611,27.786,0.400
31.299,18.435,0.400
-19.722,30.995,0.400
31.702,15.372,0.400
26.902,21.484,0.400
-27.813,-20.772,0.400
-31.329,-12.498,0.400
-15.362,-2.714,0.400
21.565,15.640,0.400
5.913,-11.379,0.400
18.598,-13.104,0.400
8.265,12.212,0.400
1.407,21.683,0.400
-12.664,3.825,0.400
-1.894,6.466,0.400
-19.537,-25.461,0.400
27.453,-30.669,0.400
-0.951,-22.435,0.400
0.327,10.385,0.400
27.230,13.299,0.400
14.222,16.977,0.400
31.459,-11.278,0.400
9.719,2.542,0.400
-4.715,26.457,0.400
28.549,16.388,0.400
-10.648,17.269,0.400
-31.993,-24.352,0.400
1.522,-14.788,0.400
-31.802,-15.394,0.400
-16.365,-4.942,0.400
31.807,7.762,0.400
-0.459,-18.587,0.400
24.980,5.002,0.400
-13.355,13.636,0.400
-29.057,24.890,0.400
-0.519,18.174,0.400
-23.421,28.656,0.400
9.963,26.152,0.400
11.577,-29.502,0.400
-9.690,-5.600,0.400
24.586,27.436,0.400
-17.858,8.903,0.400
28.598,-3.927,0.400
-13.605,24.895,0.400
30.607,10.084,0.400
9.966,-15.226,0.400
5.254,6.318,0.400
22.593,31.158,0.400
-0.228,-5.012,0.400
