x,y,r
11.883,-17.799,0.275
-9.859,31.714,0.275
24.615,2.654,0.275
15.875,-13.358,0.275
-31.308,11.430,0.275
-1.359,4.299,0.275
4.001,-7.326,0.275
-20.958,-6.759,0.275
-28.493,-1.135,0.275
-19.101,0.326,0.275
23.587,0.994,0.275
-6.572,-27.771,0.275
-14.313,-11.888,0.275
29.603,-20.091,0.275
4.566,0.688,0.275
-19.231,-17.731,0.275
14.940,25.785,0.275
-25.692,13.027,0.275
16.033,-17.576,0.275
-2.748,30.363,0.275
-21.422,10.700,0.275
-8.168,23.701,0.275
11.983,-4.630,0.275
